GOAL-Flight Delay;Year;Month;DayofMonth;DayOfWeek;DepTime;CRSDepTime;ArrTime;CRSArrTime;UniqueCarrier;FlightNum;TailNum;ActualElapsedTime;CRSElapsedTime;AirTime;DepDelay;Origin;Dest;Distance;TaxiIn;TaxiOut;Cancelled;Diverted;CarrierDelay;WeatherDelay;NASDelay;SecurityDelay;LateAircraftDelay
100.0;2007;10;30;2;2111.0;2010;2305.0;2125;AA;1446;N274AA;114.0;75.0;78.0;61.0;LAX;SFO;337;4;32;0;0;0;0;39;0;61
-14.0;2007;5;5;6;1514.0;1524;1603.0;1617;OO;6322;N585SW;49.0;53.0;38.0;-10.0;FAT;SFO;158;5;6;0;0;0;0;0;0;0
0.0;2007;5;5;6;812.0;804;1127.0;1127;UA;173;N535UA;375.0;383.0;351.0;8.0;BOS;SFO;2704;3;21;0;0;0;0;0;0;0
4.0;2007;10;30;2;600.0;600;725.0;721;UA;1152;N335UA;85.0;81.0;59.0;0.0;LAX;SFO;337;5;21;0;0;0;0;0;0;0
17.0;2007;5;3;4;1049.0;1030;1328.0;1311;UA;285;N404UA;339.0;341.0;318.0;19.0;IAD;SFO;2419;6;15;0;0;17;0;0;0;0
27.0;2007;10;19;5;1340.0;1315;1517.0;1450;9 F;659;N926FR;157.0;155.0;135.0;25.0;DEN;SFO;967;6;16;0;0;25;0;2;0;0
-5.0;2007;1;7;7;1231.0;1228;1400.0;1405;OO;6238;N579SW;89.0;97.0;74.0;3.0;MFR;SFO;329;4;11;0;0;0;0;0;0;0
-18.0;2007;7;31;2;840.0;840;1100.0;1118;UA;871;N662UA;320.0;338.0;295.0;0.0;IAD;SFO;2419;7;18;0;0;0;0;0;0;0
133.0;2007;7;18;3;1733.0;1525;1941.0;1728;DL;629;N829MH;308.0;303.0;252.0;128.0;ATL;SFO;2139;6;50;0;0;128;0;5;0;0
117.0;2007;6;27;3;848.0;720;1049.0;852;OO;6379;N770SK;241.0;212.0;189.0;88.0;SAT;SFO;1482;4;48;0;0;0;117;0;0;0
-21.0;2007;1;29;1;1140.0;1141;1253.0;1314;UA;900;N853UA;73.0;93.0;57.0;-1.0;SAN;SFO;447;5;11;0;0;0;0;0;0;0
-4.0;2007;3;25;7;1243.0;1243;1400.0;1404;UA;808;N830UA;77.0;81.0;59.0;0.0;LAX;SFO;337;3;15;0;0;0;0;0;0;0
28.0;2007;2;6;2;1709.0;1647;1823.0;1755;OO;6226;N560SW;74.0;68.0;58.0;22.0;RDD;SFO;199;8;8;0;0;0;0;0;0;28
61.0;2007;6;19;2;1440.0;1342;1600.0;1459;OO;5452;N566SW;80.0;77.0;63.0;58.0;ACV;SFO;250;5;12;0;0;61;0;0;0;0
-9.0;2007;12;10;1;1048.0;1045;1148.0;1157;UA;1507;N470UA;120.0;132.0;101.0;3.0;PHX;SFO;651;4;15;0;0;0;0;0;0;0
-13.0;2007;12;22;6;1524.0;1530;1641.0;1654;OO;5588;N301YV;77.0;84.0;63.0;-6.0;SBA;SFO;262;4;10;0;0;0;0;0;0;0
-13.0;2007;10;31;3;1548.0;1551;1726.0;1739;UA;1171;N366UA;98.0;108.0;84.0;-3.0;PDX;SFO;550;8;6;0;0;0;0;0;0;0
0.0;2007;5;31;4;1223.0;1220;1322.0;1322;UA;749;N912UA;59.0;62.0;44.0;3.0;RNO;SFO;192;4;11;0;0;0;0;0;0;0
-11.0;2007;3;29;4;1310.0;1316;1433.0;1444;UA;468;N923UA;83.0;88.0;70.0;-6.0;SAN;SFO;447;4;9;0;0;0;0;0;0;0
28.0;2007;6;7;4;1012.0;1010;1258.0;1230;UA;139;N211UA;286.0;260.0;234.0;2.0;ORD;SFO;1846;9;43;0;0;0;0;28;0;0
12.0;2007;9;27;4;1858.0;1850;2043.0;2031;UA;1165;N413UA;105.0;101.0;85.0;8.0;PDX;SFO;550;9;11;0;0;0;0;0;0;0
-5.0;2007;4;30;1;1117.0;1122;1255.0;1300;UA;1525;N493UA;98.0;98.0;68.0;-5.0;LAS;SFO;414;14;16;0;0;0;0;0;0;0
73.0;2007;3;20;2;1235.0;1122;1435.0;1322;YV;2756;N37228;120.0;120.0;104.0;73.0;PHX;SFO;651;5;11;0;0;73;0;0;0;0
-2.0;2007;1;18;4;1321.0;1316;1443.0;1445;OO;6328;N941SW;82.0;89.0;64.0;5.0;EUG;SFO;451;4;14;0;0;0;0;0;0;0
33.0;2007;1;5;5;1424.0;1334;1450.0;1417;OO;6383;N947SW;86.0;103.0;78.0;50.0;BOI;SFO;522;4;4;0;0;0;0;0;0;33
23.0;2007;4;11;3;933.0;935;1228.0;1205;FL;40;N311AT;355.0;330.0;331.0;-2.0;ATL;SFO;2139;8;16;0;0;0;0;23;0;0
26.0;2007;9;14;5;1139.0;1116;1242.0;1216;DL;1487;N3765;123.0;120.0;99.0;23.0;SLC;SFO;599;7;17;0;0;4;0;3;0;19
19.0;2007;10;26;5;2241.0;2210;9.0;2350;AA;1395;N413AA;208.0;220.0;189.0;31.0;DFW;SFO;1464;4;15;0;0;19;0;0;0;0
-14.0;2007;12;9;7;1451.0;1459;1547.0;1601;OO;6588;N938SW;56.0;62.0;40.0;-8.0;RNO;SFO;192;3;13;0;0;0;0;0;0;0
-21.0;2007;1;19;5;1938.0;1939;2130.0;2151;NW;347;N336NW;292.0;312.0;270.0;-1.0;DTW;SFO;2079;4;18;0;0;0;0;0;0;0
-2.0;2007;4;15;7;2033.0;2030;416.0;418;UA;36;N671UA;283.0;288.0;270.0;3.0;OGG;SFO;2338;3;10;0;0;0;0;0;0;0
-2.0;2007;3;10;6;1702.0;1705;1818.0;1820;AA;438;N589AA;76.0;75.0;55.0;-3.0;LAX;SFO;337;4;17;0;0;0;0;0;0;0
-15.0;2007;2;14;3;1335.0;1340;1445.0;1500;9 F;1913;N923FR;70.0;80.0;54.0;-5.0;LAX;SFO;337;4;12;0;0;0;0;0;0;0
-24.0;2007;4;1;7;1751.0;1754;1944.0;2008;AS;498;N775AS;113.0;134.0;96.0;-3.0;SEA;SFO;679;5;12;0;0;0;0;0;0;0
-2.0;2007;7;3;2;1904.0;1910;2018.0;2020;AA;1798;N479AA;74.0;70.0;49.0;-6.0;LAX;SFO;337;11;14;0;0;0;0;0;0;0
31.0;2007;2;22;4;846.0;854;1041.0;1010;UA;1182;N399UA;115.0;76.0;96.0;-8.0;BUR;SFO;326;4;15;0;0;0;0;31;0;0
-16.0;2007;8;29;3;1556.0;1555;1709.0;1725;WN;1808;N401WN;73.0;90.0;60.0;1.0;SAN;SFO;447;4;9;0;0;0;0;0;0;0
-11.0;2007;9;7;5;1320.0;1325;1409.0;1420;OO;5548;N580SW;49.0;55.0;36.0;-5.0;FAT;SFO;158;5;8;0;0;0;0;0;0;0
-19.0;2007;11;22;4;1804.0;1805;1911.0;1930;WN;1646;N440LV;67.0;85.0;56.0;-1.0;LAX;SFO;337;4;7;0;0;0;0;0;0;0
-16.0;2007;5;31;4;1856.0;1905;2003.0;2019;UA;1172;N910UA;67.0;74.0;53.0;-9.0;LAX;SFO;337;4;10;0;0;0;0;0;0;0
-1.0;2007;1;3;3;554.0;600;746.0;747;UA;307;N403UA;112.0;107.0;93.0;-6.0;PDX;SFO;550;4;15;0;0;0;0;0;0;0
26.0;2007;10;22;1;1228.0;1140;1406.0;1340;NW;221;N583NW;218.0;240.0;198.0;48.0;MSP;SFO;1589;5;15;0;0;26;0;0;0;0
28.0;2007;1;3;3;1436.0;1411;1547.0;1519;OO;6202;N218SW;71.0;68.0;54.0;25.0;RDD;SFO;199;2;15;0;0;28;0;0;0;0
-2.0;2007;3;9;5;608.0;614;754.0;756;UA;90;N558UA;106.0;102.0;87.0;-6.0;PDX;SFO;550;8;11;0;0;0;0;0;0;0
9.0;2007;12;27;4;630.0;630;803.0;754;OO;5501;N308SW;93.0;84.0;63.0;0.0;BFL;SFO;238;8;22;0;0;0;0;0;0;0
33.0;2007;1;3;3;1830.0;1820;2022.0;1949;US;469;N156AW;112.0;89.0;92.0;10.0;LAS;SFO;414;5;15;0;0;7;0;23;0;3
56.0;2007;2;26;1;1207.0;1128;1426.0;1330;UA;257;N597UA;139.0;122.0;108.0;39.0;SEA;SFO;679;5;26;0;0;0;0;56;0;0
21.0;2007;10;28;7;1341.0;1315;1511.0;1450;9 F;659;N918FR;150.0;155.0;136.0;26.0;DEN;SFO;967;5;9;0;0;7;0;14;0;0
1.0;2007;4;30;1;1306.0;1315;1447.0;1446;AS;543;N774AS;101.0;91.0;71.0;-9.0;PSP;SFO;421;7;23;0;0;0;0;0;0;0
19.0;2007;1;16;2;1916.0;1910;2047.0;2028;UA;1172;N833UA;91.0;78.0;60.0;6.0;LAX;SFO;337;3;28;0;0;6;0;13;0;0
-15.0;2007;3;7;3;1406.0;1414;1536.0;1551;OO;6258;N295SW;90.0;97.0;80.0;-8.0;MFR;SFO;329;3;7;0;0;0;0;0;0;0
1.0;2007;5;12;6;1257.0;1300;1511.0;1510;AS;528;N627AS;134.0;130.0;107.0;-3.0;SEA;SFO;679;5;22;0;0;0;0;0;0;0
16.0;2007;12;2;7;1336.0;1335;2049.0;2033;UA;52;N672UA;313.0;298.0;271.0;1.0;KOA;SFO;2367;11;31;0;0;0;0;16;0;0
4.0;2007;10;8;1;920.0;920;1144.0;1140;AA;1049;N438AA;264.0;260.0;233.0;0.0;STL;SFO;1736;7;24;0;0;0;0;0;0;0
6.0;2007;9;24;1;1449.0;1454;1632.0;1626;OO;5654;N301YV;103.0;92.0;89.0;-5.0;MFR;SFO;329;4;10;0;0;0;0;0;0;0
-22.0;2007;4;7;6;1752.0;1754;1946.0;2008;AS;498;N703AS;114.0;134.0;98.0;-2.0;SEA;SFO;679;6;10;0;0;0;0;0;0;0
-33.0;2007;3;24;6;1031.0;1030;1257.0;1330;UA;285;N813UA;326.0;360.0;308.0;1.0;IAD;SFO;2419;5;13;0;0;0;0;0;0;0
-22.0;2007;4;20;5;735.0;743;914.0;936;OO;6379;N706SK;219.0;233.0;200.0;-8.0;SAT;SFO;1482;6;13;0;0;0;0;0;0;0
-11.0;2007;12;23;7;1726.0;1725;1856.0;1907;UA;333;N566UA;150.0;162.0;128.0;1.0;DEN;SFO;967;6;16;0;0;0;0;0;0;0
15.0;2007;2;6;2;758.0;800;957.0;942;UA;293;N513UA;119.0;102.0;96.0;-2.0;PDX;SFO;550;3;20;0;0;0;0;15;0;0
7.0;2007;5;9;3;1759.0;1730;2017.0;2010;US;1167;N171US;318.0;340.0;290.0;29.0;CLT;SFO;2296;4;24;0;0;0;0;0;0;0
32.0;2007;10;28;7;1151.0;1122;1258.0;1226;OO;6069;N971SW;127.0;124.0;98.0;29.0;SLC;SFO;599;4;25;0;0;0;0;32;0;0
81.0;2007;11;4;7;1400.0;1237;1506.0;1345;YV;2756;N17275;126.0;128.0;96.0;83.0;PHX;SFO;651;5;25;0;0;0;0;81;0;0
7.0;2007;3;27;2;1359.0;1402;1530.0;1523;UA;806;N923UA;91.0;81.0;69.0;-3.0;LAX;SFO;337;5;17;0;0;0;0;0;0;0
47.0;2007;8;2;4;2104.0;2015;2227.0;2140;OO;6434;N744SK;83.0;85.0;67.0;49.0;EUG;SFO;451;5;11;0;0;0;47;0;0;0
-12.0;2007;3;31;6;1736.0;1725;2005.0;2017;UA;915;N659UA;329.0;352.0;302.0;11.0;IAD;SFO;2419;4;23;0;0;0;0;0;0;0
0.0;2007;7;18;3;1239.0;1230;1456.0;1456;UA;533;N543UA;257.0;266.0;237.0;9.0;ORD;SFO;1846;4;16;0;0;0;0;0;0;0
54.0;2007;9;21;5;1139.0;1035;1252.0;1158;XE;7828;N22909;73.0;83.0;51.0;64.0;LAX;SFO;337;7;15;0;0;0;0;54;0;0
27.0;2007;5;25;5;1826.0;1802;2003.0;1936;OO;6264;N295SW;97.0;94.0;84.0;24.0;MFR;SFO;329;3;10;0;0;0;0;0;0;27
45.0;2007;10;23;2;1142.0;1049;1259.0;1214;OO;6423;N403SW;77.0;85.0;55.0;53.0;ONT;SFO;363;8;14;0;0;0;0;0;0;45
-6.0;2007;8;2;4;1948.0;1952;2124.0;2130;UA;555;N820UA;216.0;218.0;193.0;-4.0;DFW;SFO;1464;7;16;0;0;0;0;0;0;0
-6.0;2007;3;20;2;821.0;825;956.0;1002;UA;1525;N491UA;95.0;97.0;71.0;-4.0;LAS;SFO;414;5;19;0;0;0;0;0;0;0
-1.0;2007;10;18;4;909.0;905;1116.0;1117;CO;1858;N33209;247.0;252.0;224.0;4.0;IAH;SFO;1635;7;16;0;0;0;0;0;0;0
-30.0;2007;5;20;7;921.0;920;1128.0;1158;US;1455;N170US;307.0;338.0;288.0;1.0;CLT;SFO;2296;9;10;0;0;0;0;0;0;0
32.0;2007;2;20;2;935.0;920;1142.0;1110;AA;1537;N5BWAA;247.0;230.0;224.0;15.0;DFW;SFO;1464;3;20;0;0;9;0;17;0;6
-9.0;2007;7;31;2;1755.0;1758;1956.0;2005;AS;498;N611AS;121.0;127.0;100.0;-3.0;SEA;SFO;679;7;14;0;0;0;0;0;0;0
61.0;2007;5;17;4;1353.0;1342;1533.0;1432;OO;3929;N449SW;160.0;110.0;101.0;11.0;SLC;SFO;599;5;54;0;0;61;0;0;0;0
23.0;2007;6;26;2;2100.0;2045;2252.0;2229;DL;1859;N677DL;292.0;284.0;262.0;15.0;CVG;SFO;2036;17;13;0;0;15;0;8;0;0
102.0;2007;12;5;3;1615.0;1427;1712.0;1530;OO;5756;N563SW;57.0;63.0;37.0;108.0;CIC;SFO;153;11;9;0;0;102;0;0;0;0
-7.0;2007;8;25;6;556.0;600;706.0;713;UA;1280;N580UA;70.0;73.0;49.0;-4.0;LAX;SFO;337;7;14;0;0;0;0;0;0;0
11.0;2007;12;28;5;727.0;730;1116.0;1105;AA;183;N5BYAA;409.0;395.0;394.0;-3.0;BOS;SFO;2704;4;11;0;0;0;0;0;0;0
-7.0;2007;8;25;6;943.0;933;1208.0;1215;UA;285;N416UA;325.0;342.0;311.0;10.0;IAD;SFO;2419;4;10;0;0;0;0;0;0;0
-28.0;2007;11;26;1;615.0;624;718.0;746;OO;6369;N941SW;123.0;142.0;112.0;-9.0;TUS;SFO;751;5;6;0;0;0;0;0;0;0
-32.0;2007;11;26;1;630.0;631;928.0;1000;UA;91;N810UA;358.0;389.0;337.0;-1.0;EWR;SFO;2565;4;17;0;0;0;0;0;0;0
1.0;2007;6;18;1;744.0;740;957.0;956;US;1701;N165US;313.0;316.0;289.0;4.0;CLT;SFO;2296;8;16;0;0;0;0;0;0;0
43.0;2007;2;12;1;1727.0;1636;1843.0;1800;UA;506;N426UA;76.0;84.0;62.0;51.0;SNA;SFO;372;4;10;0;0;0;0;42;0;1
-10.0;2007;12;12;3;916.0;928;1029.0;1039;OO;6336;N773SK;73.0;71.0;43.0;-12.0;RNO;SFO;192;20;10;0;0;0;0;0;0;0
3.0;2007;3;15;4;1127.0;1122;1325.0;1322;YV;2756;N7264V;118.0;120.0;96.0;5.0;PHX;SFO;651;4;18;0;0;0;0;0;0;0
16.0;2007;2;21;3;1649.0;1648;1820.0;1804;OO;6333;N405SW;91.0;76.0;61.0;1.0;BUR;SFO;326;5;25;0;0;0;0;16;0;0
-12.0;2007;12;24;1;757.0;754;932.0;944;UA;460;N840UA;215.0;230.0;203.0;3.0;SAT;SFO;1482;4;8;0;0;0;0;0;0;0
2.0;2007;8;12;7;1029.0;1025;1152.0;1150;AS;599;N615AS;83.0;85.0;61.0;4.0;SAN;SFO;447;7;15;0;0;0;0;0;0;0
43.0;2007;7;18;3;1731.0;1650;1908.0;1825;9 F;663;N927FR;157.0;155.0;130.0;41.0;DEN;SFO;967;5;22;0;0;0;6;24;0;13
21.0;2007;12;3;1;1429.0;1405;1744.0;1723;US;965;N180US;375.0;378.0;336.0;24.0;PHL;SFO;2521;7;32;0;0;18;0;0;0;3
2.0;2007;10;5;5;1422.0;1424;1537.0;1535;OO;5596;N294SW;75.0;71.0;60.0;-2.0;BFL;SFO;238;7;8;0;0;0;0;0;0;0
21.0;2007;7;25;3;852.0;830;1052.0;1031;DL;445;N138DL;300.0;301.0;272.0;22.0;ATL;SFO;2139;8;20;0;0;21;0;0;0;0
-11.0;2007;6;16;6;802.0;800;1109.0;1120;B6;641;N637JB;187.0;200.0;142.0;2.0;JFK;SFO;2586;6;39;0;0;0;0;0;0;0
27.0;2007;10;2;2;1620.0;1601;1756.0;1729;OO;6416;N934SW;156.0;148.0;128.0;19.0;ABQ;SFO;896;3;25;0;0;0;0;0;0;27
-14.0;2007;4;20;5;558.0;600;805.0;819;OO;6369;N947SW;127.0;139.0;112.0;-2.0;TUS;SFO;751;4;11;0;0;0;0;0;0;0
15.0;2007;4;14;6;1235.0;1213;1440.0;1425;NW;345;N514US;305.0;312.0;286.0;22.0;DTW;SFO;2079;5;14;0;0;15;0;0;0;0
17.0;2007;4;19;4;1740.0;1730;2027.0;2010;US;1167;N181UW;347.0;340.0;332.0;10.0;CLT;SFO;2296;3;12;0;0;10;0;7;0;0
-1.0;2007;6;9;6;1147.0;1150;1309.0;1310;MQ;3162;N824AE;82.0;80.0;64.0;-3.0;SNA;SFO;372;4;14;0;0;0;0;0;0;0
30.0;2007;7;11;3;900.0;905;1240.0;1210;AA;179;N365AA;400.0;365.0;330.0;-5.0;JFK;SFO;2586;6;64;0;0;0;0;30;0;0
8.0;2007;1;19;5;1843.0;1820;1957.0;1949;OO;6402;N956SW;74.0;89.0;62.0;23.0;EUG;SFO;451;4;8;0;0;0;0;0;0;0
10.0;2007;10;29;1;807.0;800;1153.0;1143;UA;173;N590UA;406.0;403.0;373.0;7.0;BOS;SFO;2704;6;27;0;0;0;0;0;0;0
44.0;2007;4;19;4;1634.0;1558;1811.0;1727;US;575;N909AW;97.0;89.0;69.0;36.0;LAS;SFO;414;2;26;0;0;0;0;42;0;2
-13.0;2007;10;27;6;719.0;724;931.0;944;UA;285;N417UA;312.0;320.0;287.0;-5.0;ATL;SFO;2139;6;19;0;0;0;0;0;0;0
-29.0;2007;3;11;7;1108.0;1115;1406.0;1435;AA;15;N324AA;358.0;380.0;335.0;-7.0;JFK;SFO;2586;7;16;0;0;0;0;0;0;0
93.0;2007;7;2;1;1909.0;1745;2213.0;2040;US;703;N124US;364.0;355.0;335.0;84.0;PHL;SFO;2521;7;22;0;0;55;0;9;0;29
11.0;2007;2;26;1;604.0;604;711.0;700;OO;6389;N970SW;127.0;116.0;111.0;0.0;SLC;SFO;599;6;10;0;0;0;0;0;0;0
-8.0;2007;7;2;1;2024.0;2029;2137.0;2145;OO;5649;N297SW;73.0;76.0;59.0;-5.0;ACV;SFO;250;8;6;0;0;0;0;0;0;0
-2.0;2007;8;29;3;1516.0;1520;1748.0;1750;AA;1835;N4YCAA;272.0;270.0;247.0;-4.0;ORD;SFO;1846;3;22;0;0;0;0;0;0;0
-17.0;2007;7;28;6;1923.0;1933;2007.0;2024;OO;5672;N218SW;44.0;51.0;34.0;-10.0;FAT;SFO;158;2;8;0;0;0;0;0;0;0
11.0;2007;3;8;4;1859.0;1837;2042.0;2031;AS;310;N302AS;103.0;114.0;85.0;22.0;PDX;SFO;550;6;12;0;0;0;0;0;0;0
-5.0;2007;3;9;5;615.0;620;751.0;756;UA;1212;N365UA;96.0;96.0;68.0;-5.0;SAN;SFO;447;5;23;0;0;0;0;0;0;0
74.0;2007;10;28;7;2033.0;1918;2159.0;2045;OO;6370;N948SW;86.0;87.0;70.0;75.0;ONT;SFO;363;5;11;0;0;0;0;0;0;74
8.0;2007;5;3;4;1816.0;1810;1946.0;1938;EV;4902;N744EV;90.0;88.0;66.0;6.0;LAX;SFO;337;4;20;0;0;0;0;0;0;0
-13.0;2007;1;30;2;752.0;800;917.0;930;AS;331;N754AS;85.0;90.0;64.0;-8.0;SAN;SFO;447;4;17;0;0;0;0;0;0;0
6.0;2007;7;28;6;1358.0;1405;1525.0;1519;UA;806;N590UA;87.0;74.0;53.0;-7.0;LAX;SFO;337;6;28;0;0;0;0;0;0;0
-13.0;2007;4;7;6;1450.0;1455;1607.0;1620;MQ;3166;N851AE;77.0;85.0;67.0;-5.0;SNA;SFO;372;3;7;0;0;0;0;0;0;0
29.0;2007;8;6;1;757.0;800;1044.0;1015;AA;1063;N642AA;287.0;255.0;258.0;-3.0;ORD;SFO;1846;3;26;0;0;0;0;29;0;0
60.0;2007;10;27;6;1157.0;1100;1430.0;1330;UA;801;N558UA;273.0;270.0;259.0;57.0;ORD;SFO;1846;4;10;0;0;18;0;3;0;39
71.0;2007;7;22;7;1820.0;1720;2019.0;1908;DL;37;N3754A;299.0;288.0;284.0;60.0;CVG;SFO;2036;6;9;0;0;60;0;11;0;0
-32.0;2007;1;13;6;927.0;925;1143.0;1215;US;1455;N189UW;316.0;350.0;305.0;2.0;CLT;SFO;2296;4;7;0;0;0;0;0;0;0
22.0;2007;12;27;4;1758.0;1758;2153.0;2131;UA;95;N837UA;415.0;393.0;375.0;0.0;EWR;SFO;2565;10;30;0;0;0;0;22;0;0
-31.0;2007;12;8;6;2248.0;2254;2328.0;2359;US;401;N822AW;100.0;125.0;86.0;-6.0;PHX;SFO;651;7;7;0;0;0;0;0;0;0
-12.0;2007;5;7;1;1220.0;1231;1316.0;1328;OO;5737;N220SW;56.0;57.0;46.0;-11.0;CIC;SFO;153;2;8;0;0;0;0;0;0;0
-15.0;2007;3;13;2;1138.0;1139;1257.0;1312;UA;900;N432UA;79.0;93.0;64.0;-1.0;SAN;SFO;447;6;9;0;0;0;0;0;0;0
-24.0;2007;6;15;5;817.0;810;1047.0;1111;US;939;N113UW;330.0;361.0;303.0;7.0;PHL;SFO;2521;4;23;0;0;0;0;0;0;0
14.0;2007;2;27;2;1317.0;1316;1458.0;1444;UA;468;N381UA;101.0;88.0;86.0;1.0;SAN;SFO;447;7;8;0;0;0;0;0;0;0
-9.0;2007;8;1;3;1218.0;1222;1421.0;1430;OO;5729;N284YV;123.0;128.0;111.0;-4.0;RDM;SFO;462;4;8;0;0;0;0;0;0;0
16.0;2007;8;10;5;1748.0;1750;2121.0;2105;AA;177;N323AA;393.0;375.0;336.0;-2.0;JFK;SFO;2586;6;51;0;0;0;0;16;0;0
-17.0;2007;11;29;4;722.0;729;848.0;905;OO;6400;N936SW;86.0;96.0;71.0;-7.0;EUG;SFO;451;4;11;0;0;0;0;0;0;0
-38.0;2007;4;26;4;1213.0;1213;1347.0;1425;NW;345;N534US;274.0;312.0;254.0;0.0;DTW;SFO;2079;6;14;0;0;0;0;0;0;0
19.0;2007;12;23;7;1747.0;1725;1949.0;1930;OO;5792;N221SW;122.0;125.0;109.0;22.0;RDM;SFO;462;3;10;0;0;19;0;0;0;0
36.0;2007;7;18;3;1737.0;1702;1836.0;1800;OO;6409;N766SK;59.0;58.0;46.0;35.0;RNO;SFO;192;4;9;0;0;0;0;0;0;36
26.0;2007;8;19;7;1458.0;1505;1641.0;1615;AA;1954;N450AA;103.0;70.0;52.0;-7.0;LAX;SFO;337;5;46;0;0;0;0;26;0;0
-18.0;2007;3;2;5;747.0;740;1012.0;1030;US;1701;N738US;325.0;350.0;306.0;7.0;CLT;SFO;2296;5;14;0;0;0;0;0;0;0
4.0;2007;3;20;2;1559.0;1550;1631.0;1627;OO;6216;N270YV;32.0;37.0;20.0;9.0;MRY;SFO;77;4;8;0;0;0;0;0;0;0
-1.0;2007;7;26;4;1106.0;1100;1415.0;1416;UA;177;N566UA;369.0;376.0;342.0;6.0;BOS;SFO;2704;15;12;0;0;0;0;0;0;0
66.0;2007;2;7;3;707.0;700;1144.0;1038;CO;448;N73276;457.0;398.0;382.0;7.0;EWR;SFO;2565;5;70;0;0;7;0;59;0;0
12.0;2007;8;18;6;1116.0;1118;1226.0;1214;OO;5882;N773SK;130.0;116.0;106.0;-2.0;SLC;SFO;599;6;18;0;0;0;0;0;0;0
38.0;2007;1;22;1;1325.0;1255;1453.0;1415;AA;1936;N4YCAA;88.0;80.0;52.0;30.0;LAX;SFO;337;3;33;0;0;0;0;8;0;30
94.0;2007;4;25;3;1929.0;1749;2001.0;1827;OO;6386;N910SW;92.0;98.0;83.0;100.0;BOI;SFO;522;4;5;0;0;0;0;0;0;94
25.0;2007;8;7;2;1045.0;1025;1215.0;1150;AS;599;N625AS;90.0;85.0;67.0;20.0;SAN;SFO;447;6;17;0;0;0;0;25;0;0
186.0;2007;7;26;4;1933.0;1627;2212.0;1906;UA;937;N809UA;339.0;339.0;290.0;186.0;IAD;SFO;2419;7;42;0;0;12;0;0;0;174
68.0;2007;10;8;1;921.0;825;1132.0;1024;AS;202;N786AS;131.0;119.0;110.0;56.0;SEA;SFO;679;6;15;0;0;0;0;68;0;0
-7.0;2007;1;31;3;1803.0;1805;1923.0;1930;EV;4230;N932EV;80.0;85.0;59.0;-2.0;LAX;SFO;337;4;17;0;0;0;0;0;0;0
3.0;2007;3;26;1;1702.0;1700;1941.0;1938;UA;907;N656UA;279.0;278.0;259.0;2.0;ORD;SFO;1846;4;16;0;0;0;0;0;0;0
28.0;2007;9;11;2;1012.0;1014;1224.0;1156;UA;415;N431UA;192.0;162.0;138.0;-2.0;DEN;SFO;967;23;31;0;0;0;0;28;0;0
-5.0;2007;11;14;3;2110.0;2115;2325.0;2330;CO;1763;N14214;255.0;255.0;218.0;-5.0;IAH;SFO;1635;5;32;0;0;0;0;0;0;0
-10.0;2007;11;15;4;1011.0;1014;1130.0;1140;OO;5571;N580SW;79.0;86.0;61.0;-3.0;SBA;SFO;262;8;10;0;0;0;0;0;0;0
-5.0;2007;6;30;6;2103.0;2105;2251.0;2256;AS;310;N785AS;108.0;111.0;89.0;-2.0;PDX;SFO;550;8;11;0;0;0;0;0;0;0
5.0;2007;7;21;6;958.0;950;1140.0;1135;UA;455;N545UA;102.0;105.0;90.0;8.0;PDX;SFO;550;3;9;0;0;0;0;0;0;0
-7.0;2007;11;27;2;1955.0;1955;2338.0;2345;AA;17;N329AA;403.0;410.0;377.0;0.0;JFK;SFO;2586;3;23;0;0;0;0;0;0;0
-9.0;2007;9;15;6;718.0;725;840.0;849;OO;6374;N960SW;82.0;84.0;68.0;-7.0;PSP;SFO;421;4;10;0;0;0;0;0;0;0
-19.0;2007;2;4;7;1034.0;1042;1117.0;1136;OO;6259;N289YV;43.0;54.0;28.0;-8.0;SMF;SFO;86;7;8;0;0;0;0;0;0;0
26.0;2007;5;2;3;1933.0;1936;2204.0;2138;NW;347;N503US;331.0;302.0;287.0;-3.0;DTW;SFO;2079;7;37;0;0;0;0;26;0;0
-17.0;2007;4;20;5;1503.0;1512;1658.0;1715;UA;1155;N403UA;115.0;123.0;92.0;-9.0;SEA;SFO;679;6;17;0;0;0;0;0;0;0
65.0;2007;6;23;6;2035.0;1950;2307.0;2202;AS;532;N779AS;152.0;132.0;117.0;45.0;SEA;SFO;679;17;18;0;0;10;0;20;0;35
122.0;2007;9;4;2;1708.0;1504;1822.0;1620;OO;5421;N292SW;74.0;76.0;56.0;124.0;ACV;SFO;250;5;13;0;0;0;0;0;0;122
30.0;2007;10;17;3;836.0;830;1035.0;1005;9 F;653;N946FR;179.0;155.0;157.0;6.0;DEN;SFO;967;6;16;0;0;6;0;24;0;0
-21.0;2007;4;16;1;1051.0;1059;1153.0;1214;OO;6198;N585SW;62.0;75.0;51.0;-8.0;RDD;SFO;199;5;6;0;0;0;0;0;0;0
4.0;2007;5;13;7;756.0;755;1100.0;1056;UA;185;N838UA;364.0;361.0;329.0;1.0;PHL;SFO;2521;14;21;0;0;0;0;0;0;0
78.0;2007;1;28;7;1211.0;1046;1322.0;1204;OO;6181;N562SW;71.0;78.0;64.0;85.0;ACV;SFO;250;2;5;0;0;0;0;78;0;0
